species	max_distance	mean_distance	std_distance	quartile_75_distance	quartile_25_distance	max_length	min_length
Bacillus glycinifermentans	0.0324062	0.014643586666666665	0.016570461686226487	0.0317837	0.0	4810226.0	4607442.0
Bacillus halodurans	0.0	0.0		0.0	0.0	4202352.0	4202352.0
Bacillus halotolerans	0.0	0.0		0.0	0.0	4154245.0	4154245.0
Bacillus horikoshii	0.0	0.0		0.0	0.0	4295882.0	4295882.0
Bacillus infantis	0.0	0.0		0.0	0.0	4884713.0	4884713.0
Bacillus kochii	0.0	0.0		0.0	0.0	4694375.0	4694375.0
Bacillus krulwichiae	0.0	0.0		0.0	0.0	4610863.0	4610863.0
Bacillus lehensis	0.0	0.0		0.0	0.0	3993073.0	3993073.0
Bacillus lentus	0.0	0.0		0.0	0.0	4384366.0	4384366.0
Bacillus licheniformis	0.00804257	0.003929088892013889	0.0014699308043666724	0.00480022	0.00334352	4824459.0	4193958.0
Bacillus litoralis	0.0	0.0		0.0	0.0	5230624.0	5230624.0
Bacillus marisflavi	0.0	0.0		0.0	0.0	4591517.0	4591517.0
Bacillus megaterium	0.0455159	0.031834158024691354	0.014401376377666687	0.042583800000000005	0.0284967	5883957.0	5075293.0
Bacillus mesonae	0.0	0.0		0.0	0.0	5839313.0	5839313.0
Bacillus methanolicus	0.0	0.0		0.0	0.0	3425208.0	3425208.0
Bacillus mobilis	0.0	0.0		0.0	0.0	5468285.0	5468285.0
Bacillus muralis	0.0	0.0		0.0	0.0	5007018.0	5007018.0
Bacillus mycoides	0.0273375	0.0182966125	0.011248447182604066	0.026374699999999997	0.013689299999999998	6558090.0	5608349.0
Bacillus oceanisediminis	0.0	0.0		0.0	0.0	5848607.0	5848607.0
Bacillus paralicheniformis	0.0112201	0.007010493306122449	0.0036776131442652345	0.00948708	0.00473708	4535069.0	4352468.0
Bacillus pseudofirmus	0.0	0.0		0.0	0.0	4249248.0	4249248.0
Bacillus pseudomycoides	4.769060000000002e-05	2.384530000000001e-05	2.753418074781478e-05	4.769060000000002e-05	0.0	5676963.0	5675302.0
Bacillus pumilus	0.0515304	0.03250909333333333	0.01945875795763719	0.044093400000000005	0.00655869	3878815.0	3640542.0
Bacillus safensis	0.0369409	0.0230518	0.015500217786400077	0.0358575	0.0	4151325.0	3735181.0
Bacillus siamensis							
Bacillus simplex	0.0898429	0.04492145	0.05187082249977663	0.0898429	0.0	5645783.0	5521719.0
Bacillus smithii	0.0	0.0		0.0	0.0	3381292.0	3381292.0
Bacillus sonorensis	0.0	0.0		0.0	0.0	4832293.0	4832293.0
Bacillus sp.	0.295981	0.20550625	0.12332571742909099	0.27126174999999997	0.19726649999999998	5028825.0	3422674.0
Bacillus subtilis	0.0744324	0.019799516635946743	0.017376122798706265	0.017476099999999998	0.0124	4353673.0	3876919.0
Bacillus thermoamylovorans	0.0	0.0		0.0	0.0	4016170.0	4016170.0
Bacillus thermocopriae							
Bacillus thuringiensis	0.0448759	0.029390261373333337	0.013772992385153253	0.0393656	0.0168391	6784135.0	5499731.0
Bacillus toyonensis							
Bacillus vallismortis	0.00896738	0.00448369	0.005177319256925666	0.00896738	0.0	4286362.0	3958372.0
Bacillus velezensis	0.025894	0.01732059412988823	0.005634623019074648	0.0214305	0.0150813	4385679.0	3713516.0
Bacillus weihaiensis	0.0	0.0		0.0	0.0	4361276.0	4361276.0
Bacillus xiamenensis	0.0	0.0		0.0	0.0	3637729.0	3637729.0
Bacterioplanes sanyensis	0.0	0.0		0.0	0.0	4293726.0	4293726.0
Bacteriovorax stolpii	0.0	0.0		0.0	0.0	3810309.0	3810309.0
Bacteroidales bacterium	0.0	0.0		0.0	0.0	2657245.0	2657245.0
Bacteroides caccae	0.0	0.0		0.0	0.0	4570803.0	4570803.0
Bacteroides caecimuris	0.0	0.0		0.0	0.0	4839927.0	4839927.0
Bacteroides cellulosilyticus	0.0	0.0		0.0	0.0	7084828.0	7084828.0
Bacteroides dorei							
Bacteroides fragilis	0.102997	0.030858489795918365	0.03807293154650824	0.013699100000000002	0.0107405	5373121.0	4902215.0
Bacteroides helcogenes	0.0	0.0		0.0	0.0	3998906.0	3998906.0
Bacteroides heparinolyticus	0.0	0.0		0.0	0.0	3608975.0	3608975.0
Bacteroides ovatus	4.769060000000002e-05	2.384530000000001e-05	2.753418074781478e-05	4.769060000000002e-05	0.0	6475296.0	6472489.0
Bacteroides salanitronis	0.0	0.0		0.0	0.0	4308663.0	4308663.0
Bacteroides sp.	0.0	0.0		0.0	0.0	4502190.0	4502190.0
Bacteroides thetaiotaomicron	0.0127293	0.00636465	0.007349264781595504	0.0127293	0.0	6487685.0	6293399.0
Bacteroides vulgatus	0.0	0.0		0.0	0.0	5163189.0	5163189.0
Bacteroides zoogleoformans	0.0	0.0		0.0	0.0	3361794.0	3361794.0
Barnesiella viscericola	0.0	0.0		0.0	0.0	3076856.0	3076856.0
Bartonella ancashensis	0.0	0.0		0.0	0.0	1467695.0	1467695.0
Bartonella apis	0.111073	0.05266297777777778	0.05426867160447586	0.107658	0.0	2907212.0	2601172.0
Bartonella australis	0.0	0.0		0.0	0.0	1596490.0	1596490.0
Bartonella bacilliformis	0.0	0.0	0.0	0.0	0.0	1445021.0	1443410.0
Bartonella clarridgeiae	0.0	0.0		0.0	0.0	1522743.0	1522743.0
Bartonella elizabethae	0.0	0.0		0.0	0.0	2018538.0	2018538.0
Bartonella grahamii	0.0	0.0		0.0	0.0	2369520.0	2369520.0
Bartonella henselae	0.00652391	0.00260913392	0.0026745872717981165	0.00604372	0.0	1975503.0	1905383.0
Bartonella quintana	0.00149601	0.000748005	0.0008637217762103721	0.00149601	0.0	1581384.0	1572974.0
Bartonella sp.	0.210897	0.09685348776111113	0.07724920980243861	0.17440799999999998	0.00587519	1762996.0	1493693.0
Bartonella tribocorum	0.000361208	0.000180604	0.00020854353603344636	0.000361208	0.0	2642404.0	2631180.0
Bartonella vinsonii	0.0567566	0.0283783	0.03276843828828791	0.0567566	0.0	1995085.0	1802699.0
Basilea psittacipulmonis	0.0	0.0		0.0	0.0	1959069.0	1959069.0
Bathymodiolus thermophilus	0.0	0.0		0.0	0.0	2832685.0	2832685.0
Baumannia cicadellinicola	0.0	0.0		0.0	0.0	686194.0	686194.0
Bdellovibrio bacteriovorus	0.263022	0.11350228639999999	0.10592121078855385	0.243761	0.00896738	3988594.0	3006992.0
Bdellovibrio exovorus	0.0	0.0		0.0	0.0	2657893.0	2657893.0
Beggiatoa leptomitoformis	2.38274e-05	1.19137e-05	1.3756755804088889e-05	2.38274e-05	0.0	4266286.0	4265296.0
Beijerinckia indica	0.0	0.0		0.0	0.0	4418616.0	4418616.0
Beijerinckiaceae bacterium	0.0	0.0		0.0	0.0	3326434.0	3326434.0
Belliella baltica	0.0	0.0		0.0	0.0	4196595.0	4196595.0
Bernardetia litoralis	0.0	0.0		0.0	0.0	4919337.0	4919337.0
Betaproteobacteria bacterium	0.0	0.0		0.0	0.0	4806848.0	4806848.0
Beutenbergia cavernae	0.0	0.0		0.0	0.0	4669183.0	4669183.0
Bibersteinia trehalosi	0.017476099999999998	0.007598960125	0.007491797432493051	0.016054950000000002	0.0006418657500000001	2454127.0	2340975.0
Bifidobacterium actinocoloniiforme	0.0	0.0		0.0	0.0	1830060.0	1830060.0
Bifidobacterium adolescentis	0.0204123	0.014817044444444446	0.006974175565918454	0.0192445	0.015347	2203222.0	2089645.0
Bifidobacterium angulatum	0.0150813	0.00754065	0.008707192614729502	0.0150813	0.0	2064639.0	2021974.0
Bifidobacterium animalis	0.0387085	0.009444900695867769	0.01576455644250362	0.00574147	4.769060000000002e-05	2027369.0	1931057.0
Bifidobacterium asteroides	9.55247e-05	4.776235e-05	5.5151211259258243e-05	9.55247e-05	0.0	2190368.0	2167304.0
Bifidobacterium bifidum	0.0137488	0.009370600493827161	0.00402426306420688	0.0116661	0.00857671	2311342.0	2178894.0
Bifidobacterium breve	0.0226378	0.013825245001070793	0.004503743894545956	0.016782	0.012029799999999998	2589602.0	2244624.0
Bifidobacterium catenulatum	0.0	0.0		0.0	0.0	2079525.0	2079525.0
Bifidobacterium choerinum	0.0	0.0		0.0	0.0	2257294.0	2257294.0
Bifidobacterium coryneforme	0.0	0.0		0.0	0.0	1755151.0	1755151.0
Bifidobacterium dentium	4.769060000000002e-05	2.118786666666667e-05	1.863945873275295e-05	2.38274e-05	0.0	2636367.0	2635669.0
Bifidobacterium gallinarum	0.0	0.0		0.0	0.0	2414462.0	2414462.0
Bifidobacterium indicum							
Bifidobacterium kashiwanohense	0.04519430000000002	0.02259715000000001	0.026092941270836716	0.04519430000000002	0.0	2370978.0	2337234.0
Bifidobacterium longum	0.0531179	0.02479690811228733	0.015987886442388285	0.0415686	0.0133547	2832748.0	2260266.0
Bifidobacterium pseudocatenulatum	0.0183132	0.0091566	0.010573130949723456	0.0183132	0.0	2313752.0	2192395.0
Bifidobacterium pseudolongum	0.0334751	0.01841642222222222	0.01532834590430241	0.0326168	0.0	2032698.0	1978157.0
Bifidobacterium scardovii	0.0	0.0		0.0	0.0	3158347.0	3158347.0
Bifidobacterium thermophilum	0.0	0.0		0.0	0.0	2291643.0	2291643.0
Blastochloris sp.	0.0	0.0		0.0	0.0	3949390.0	3949390.0
Blastochloris viridis	4.769060000000002e-05	2.118786666666667e-05	1.863945873275295e-05	2.38274e-05	0.0	3726627.0	3723225.0
Blastococcus saxobsidens	0.0	0.0		0.0	0.0	4875340.0	4875340.0
Blastomonas fulva	0.0	0.0		0.0	0.0	4123210.0	4123210.0
Blastomonas sp.							
Blattabacterium clevelandi							
Blattabacterium cuenoti	0.0898429	0.042141755555555556	0.04473120910483281	0.0882637	0.0	632490.0	631621.0
Blattabacterium punctulatus	0.0237537	0.013325483039999999	0.008933080141690143	0.0211548	0.00511931	615935.0	609317.0
Blattabacterium sp.	0.197292	0.13527341632653062	0.06576951303793913	0.178173	0.12571500000000002	640935.0	590336.0
Blautia hansenii	0.0	0.0		0.0	0.0	3065949.0	3065949.0
Blautia producta	0.0	0.0		0.0	0.0	6354838.0	6354838.0
Blautia sp.	0.23011	0.115055	0.13285407044322478	0.23011	0.0	5128746.0	3297975.0
Blochmannia endosymbiont	0.243761	0.1218805	0.14073547896793237	0.243761	0.0	773940.0	749321.0
Bordetella avium	0.00547692	0.003115508888888889	0.002391446421140585	0.00445566	0.0	3837904.0	3732255.0
Bordetella bronchialis	0.00698112	0.00349056	0.00403055151124508	0.00698112	0.0	5966919.0	5878756.0
Bordetella bronchiseptica	0.0385787	0.012738000468499999	0.012057319265136191	0.014598025	0.00351914	5339230.0	5077489.0
Bordetella flabilis	0.0	0.0		0.0	0.0	5954318.0	5954318.0
Bordetella genomosp.	0.23011	0.129407975	0.10211000128099434	0.2130555	0.00764085	6167536.0	4497105.0
Bordetella hinzii	0.00590877	0.0031463301920000002	0.0024537572530773477	0.00473708	0.0	5033537.0	4859884.0
Bordetella holmesii	0.000336872	0.00011128091796874998	8.32817983705937e-05	0.00014350299999999998	4.769060000000002e-05	3701221.0	3680984.0
Bordetella parapertussis	0.000119496	2.98619484764543e-05	2.681321608235292e-05	4.769060000000002e-05	0.0	4787082.0	4773551.0
Bordetella pertussis	0.00334352	7.861228635718536e-05	0.0002786180416988796	2.38274e-05	0.0	4386396.0	4043846.0
Bordetella petrii	0.0	0.0		0.0	0.0	5287950.0	5287950.0
Bordetella pseudohinzii	0.0	0.0		0.0	0.0	4558891.0	4558891.0
Bordetella sp.	0.295981	0.18267222222222224	0.13766332468814793	0.263022	0.0	5532470.0	3925525.0
Bordetella trematum	0.00531349	0.002361551111111111	0.0028004551207546804	0.00531349	0.0	4485537.0	4321461.0
Borrelia anserina	0.0	0.0		0.0	0.0	1042690.0	1042690.0
Borrelia duttonii							
Borrelia hermsii	0.0108269	0.00541345	0.00625091362948916	0.0108269	0.0	1390006.0	922280.0
Borrelia mayonii	0.000191626	9.5813e-05	0.00011063532268373123	0.000191626	0.0	1311545.0	1302058.0
Borrelia miyamotoi	0.0298031	0.013832388222222223	0.01324472160858549	0.0284057	0.000956583	1428106.0	907293.0
Borrelia parkeri							
Borrelia recurrentis	0.0	0.0		0.0	0.0	1242163.0	1242163.0
Borrelia turcica	0.0	0.0		0.0	0.0	1283624.0	1283624.0
Borrelia turicatae	0.0101041	0.00505205	0.005833604854918898	0.0101041	0.0	1305758.0	1165365.0
Borreliella afzelii	0.0130638	0.00686120875	0.004769192079784409	0.0098086775	0.004306102500000001	1404288.0	905471.0
Borreliella bavariensis							
Borreliella bissettii	0.0	0.0		0.0	0.0	1403443.0	1403443.0
Borreliella burgdorferi	0.013257299999999998	0.008146256220000002	0.003987784297829952	0.0106545	0.00726808	1531091.0	910736.0
Borreliella garinii	0.0259767	0.013624407176	0.01178058348849829	0.0247621	7.15897e-05	1229416.0	902487.0
Borreliella valaisiana	0.0	0.0		0.0	0.0	992695.0	992695.0
Bosea sp.	0.182269	0.122651375	0.07377769803572079	0.16541850000000002	0.11078025	6454112.0	5510355.0
Bosea vaviloviae	0.0	0.0		0.0	0.0	6713548.0	6713548.0
Boseongicola sp.	0.0	0.0		0.0	0.0	3862905.0	3862905.0
Brachybacterium faecium	0.0	0.0		0.0	0.0	3614992.0	3614992.0
Brachybacterium ginsengisoli	0.0	0.0		0.0	0.0	3953253.0	3953253.0
Brachybacterium saurashtrense	0.0	0.0		0.0	0.0	3720646.0	3720646.0
Brachybacterium sp.	0.164662	0.09059295555555555	0.0739068774685095	0.154223	0.0	4385603.0	3568502.0
Brachyspira hampsonii	0.0	0.0		0.0	0.0	3189639.0	3189639.0
Brachyspira hyodysenteriae	0.00701675	0.004018391111111112	0.0031423700270752824	0.00645455	0.0	3074045.0	3034648.0
Brachyspira intermedia	0.0	0.0		0.0	0.0	3308048.0	3308048.0
Brachyspira murdochii	0.0	0.0		0.0	0.0	3241804.0	3241804.0
Brachyspira pilosicoli	0.0158882	0.009154408888888889	0.007298774715273182	0.015616	0.0	2765477.0	2555556.0
Bradymonas sediminis	0.0	0.0		0.0	0.0	5045683.0	5045683.0
Bradyrhizobium diazoefficiens	0.0189925	0.009030308244444445	0.00759505350047784	0.0184352	0.000409992	10475157.0	8910608.0
Bradyrhizobium guangdongense	0.0	0.0		0.0	0.0	8437991.0	8437991.0
Bradyrhizobium guangxiense	0.0	0.0		0.0	0.0	8200121.0	8200121.0
Bradyrhizobium icense	0.0	0.0		0.0	0.0	8322773.0	8322773.0
Bradyrhizobium japonicum	0.0380652	0.016852771555555562	0.01982681590660452	0.03743540000000002	0.0	10138651.0	9207384.0
Bradyrhizobium oligotrophicum	0.0	0.0		0.0	0.0	8264165.0	8264165.0
Bradyrhizobium ottawaense	0.0	0.0		0.0	0.0	8606328.0	8606328.0
Bradyrhizobium sp.	0.203604	0.1355439486111111	0.053162562224379074	0.178173	0.11335975	9342022.0	7039503.0
Brenneria goodwinii	0.0	0.0		0.0	0.0	5360730.0	5360730.0
Breoghania sp.	0.0	0.0		0.0	0.0	5029620.0	5029620.0
Brevefilum fermentans	0.0	0.0		0.0	0.0	2574431.0	2574431.0
Brevibacillus agri	0.0	0.0		0.0	0.0	5374818.0	5374818.0
Brevibacillus brevis	0.06776289999999999	0.04746175	0.028460854777559535	0.064691475	0.04290810000000001	6726998.0	6296436.0
Brevibacillus formosus	0.0	0.0		0.0	0.0	6437015.0	6437015.0
Brevibacillus laterosporus	0.0955937	0.04853290400000001	0.04403666974247599	0.0926182	0.010526100000000002	5706749.0	5153859.0
Brevibacillus sp.	0.0	0.0		0.0	0.0	4079826.0	4079826.0
Brevibacterium aurantiacum	0.0194991	0.01348211111111111	0.0064789655761561095	0.017831200000000002	0.0137488	4424341.0	4038634.0
Brevibacterium linens	0.0807479	0.04037395	0.046619821801496986	0.0807479	0.0	3862244.0	3814300.0
Brevibacterium sp.	0.0	0.0		0.0	0.0	3239740.0	3239740.0
Brevundimonas diminuta	0.0	0.0		0.0	0.0	3551819.0	3551819.0
Brevundimonas naejangsanensis	0.0914855	0.0437304	0.043683075462643425	0.0867434	0.0	3150039.0	2971535.0
Brevundimonas sp.	0.182269	0.120142625	0.07386026346182364	0.1670985	0.0891255	3564519.0	2801126.0
Brevundimonas subvibrioides	0.0	0.0		0.0	0.0	3445263.0	3445263.0
Brevundimonas vesicularis							
Brochothrix thermosphacta	0.0116661	0.0070557039999999994	0.004447628570375078	0.010526100000000002	0.00105797	2647794.0	2578375.0
Brucella abortus	0.00134007	0.0005229024188365652	0.0003984761606637815	0.000631368	0.00014350299999999998	3289500.0	3270584.0
Brucella canis	0.000385581	0.000162128990625	0.00013908160249582007	0.00028831	2.38274e-05	3312769.0	3277308.0
Brucella ceti							
Brucella melitensis	0.00126265	0.0003936010001007811	0.000354710074866189	0.00075568	0.000119496	3313492.0	3294475.0
Brucella microti							
Brucella ovis							
Brucella pinnipedialis							
Brucella sp.							
Brucella suis	0.00232584	0.0011386956336734693	0.0009247285275633023	0.00194597	2.38274e-05	3328972.0	3315086.0
Brucella vulpis							
Buchnera aphidicola	0.263022	0.17361177948255999	0.07412579737293017	0.219531	0.151946	655725.0	422434.0
Burkholderia ambifaria	0.0318865	0.014171777777777776	0.016805661101826505	0.0318865	0.0	7642536.0	7528567.0
Burkholderia cenocepacia	0.102997	0.04574363266435986	0.030017303456596707	0.057671000000000014	0.0193079	8731481.0	6612421.0
Burkholderia cepacia	0.08340410000000001	0.043829968750000003	0.03370291738007107	0.076976775	0.0	8605945.0	6467321.0
Burkholderia contaminans	0.00944662	0.00472331	0.005454008599932102	0.00944662	0.0	8509249.0	8170775.0
Burkholderia diffusa							
Burkholderia dolosa	0.0	0.0	0.0	0.0	0.0	6409101.0	6409095.0
Burkholderia gladioli	0.0226378	0.014506654022222223	0.010333366037651297	0.0217795	0.000312573	9052299.0	8287172.0
Burkholderia glumae	0.00263042	0.00131521	0.0015186736950817755	0.00263042	0.0	7284636.0	6820727.0
Burkholderia insecticola	0.0	0.0		0.0	0.0	6964487.0	6964487.0
Burkholderia lata	0.0505746	0.0252873	0.029199258924157645	0.0505746	0.0	8787009.0	8676277.0
Burkholderia latens							
Burkholderia mallei	0.006248	0.0017764099145408164	0.0011366357245754758	0.00224371	0.00103256	5913134.0	5232401.0
Burkholderia metallica	0.0	0.0		0.0	0.0	7424240.0	7424240.0
Burkholderia multivorans	0.0316813	0.01947235703703704	0.011316815456736101	0.0297077	0.0143537	7281867.0	6322746.0
Burkholderia oklahomensis	0.00611156	0.00305578	0.0031559960132463206	0.00611156	0.0	7319578.0	7134792.0
Burkholderia plantarii	0.00900687	0.004503435	0.005200118819055965	0.00900687	0.0	8081051.0	7896538.0
Burkholderia pseudomallei	0.00924552	0.005964514887686438	0.001434152398162741	0.00676872	0.00547692	7542656.0	6920216.0
Burkholderia pseudomultivorans							
Burkholderia pyrrocinia	0.0	0.0		0.0	0.0	8004399.0	8004399.0
Burkholderia seminalis	0.0	0.0		0.0	0.0	7648944.0	7648944.0
Burkholderia sp.	0.243761	0.1629802059375	0.06414658004256907	0.210897	0.147212	9055344.0	5705688.0
Burkholderia stabilis	0.06626489999999999	0.033132449999999994	0.03825805785282363	0.06626489999999999	0.0	8527947.0	7721104.0
Burkholderia stagnalis	0.0	0.0		0.0	0.0	7583807.0	7583807.0
Burkholderia territorii	0.0	0.0		0.0	0.0	6902370.0	6902370.0
Burkholderia thailandensis	0.0547827	0.014015196794104307	0.018593077722455827	0.0102718	0.00229842	7120198.0	6577133.0
Burkholderia ubonensis	0.0515304	0.03124520555555555	0.01615776746390672	0.0434809	0.026143	8028759.0	6684845.0
Burkholderia vietnamiensis	0.0215695	0.010889473888888888	0.007517455110559034	0.0202797	0.00900687	6930496.0	6764532.0
Burkholderiales bacterium	0.295981	0.1479905	0.17088471002501462	0.295981	0.0	3276549.0	2923112.0
Buttiauxella ferragutiae	0.0	0.0		0.0	0.0	5498356.0	5498356.0
Butyricimonas faecalis	0.0	0.0		0.0	0.0	4976422.0	4976422.0
Butyrivibrio hungatei	0.0	0.0		0.0	0.0	3386314.0	3386314.0
Butyrivibrio proteoclasticus	0.0	0.0		0.0	0.0	4404886.0	4404886.0
Caldanaerobacter subterraneus	0.0	0.0		0.0	0.0	2689445.0	2689445.0
Caldicellulosiruptor bescii							
Caldicellulosiruptor changbaiensis	0.0	0.0		0.0	0.0	2905633.0	2905633.0
Caldicellulosiruptor hydrothermalis	0.0	0.0		0.0	0.0	2770676.0	2770676.0
Caldicellulosiruptor kristjanssonii							
Caldicellulosiruptor kronotskyensis	0.0	0.0		0.0	0.0	2843785.0	2843785.0
Caldicellulosiruptor lactoaceticus							
Caldicellulosiruptor obsidiansis	0.0	0.0		0.0	0.0	2532343.0	2532343.0
Caldicellulosiruptor owensensis	0.0	0.0		0.0	0.0	2428903.0	2428903.0
Caldicellulosiruptor saccharolyticus							
Caldilinea aerophila	0.0	0.0		0.0	0.0	5144873.0	5144873.0
Caldimicrobium thiodismutans	0.0	0.0		0.0	0.0	1814952.0	1814952.0
Caldisericum exile	0.0	0.0		0.0	0.0	1558103.0	1558103.0
Calditerrivibrio nitroreducens	0.0	0.0		0.0	0.0	2216552.0	2216552.0
Caldithrix abyssi	0.0	0.0		0.0	0.0	4978541.0	4978541.0
Calothrix sp.	1.0	0.4287867222222222	0.37347509050458294	1.0	0.243761	12049274.0	5985875.0
Campylobacter avium	0.0	0.0		0.0	0.0	1738633.0	1738633.0
Campylobacter coli	0.0262266	0.010735592933884297	0.004830355625801466	0.012446700000000002	0.00842259	2033919.0	1668523.0
Campylobacter concisus	0.104495	0.05600457777777777	0.048693079842154624	0.10374	0.0	2099413.0	1840041.0
Campylobacter cuniculorum	0.0	0.0		0.0	0.0	1937768.0	1937768.0
Campylobacter curvus	0.0	0.0		0.0	0.0	1971270.0	1971270.0
Campylobacter fetus	0.0690061	0.030823451999999998	0.03181045459346358	0.06776289999999999	0.00408721	2000424.0	1763253.0
Campylobacter gracilis	0.0	0.0		0.0	0.0	2281652.0	2281652.0
Campylobacter helveticus	0.00796745	0.003983725	0.0046000094022548834	0.00796745	0.0	1914649.0	1871495.0
Campylobacter hepaticus	0.0	0.0		0.0	0.0	1520669.0	1520669.0
Campylobacter hominis	0.0	0.0		0.0	0.0	1714951.0	1714951.0
Campylobacter hyointestinalis	0.0453547	0.02267735	0.02618554825401472	0.0453547	0.0	1753385.0	1753277.0
Campylobacter iguaniorum	0.0224927	0.011972004444444444	0.010557824884940921	0.0224927	0.0	1809624.0	1544095.0
Campylobacter insulaenigrae	0.00857671	0.003811871111111111	0.004520323071790456	0.00857671	0.0	1500187.0	1465081.0
Campylobacter jejuni	0.0434809	0.018096654673121475	0.008755498433638768	0.0233762	0.0145592	1898513.0	1567232.0
Campylobacter lanienae	0.0	0.0		0.0	0.0	1594554.0	1594554.0
Campylobacter lari	0.06776289999999999	0.03932824375	0.021402198605779504	0.057143275	0.023558499999999996	1791508.0	1502102.0
Campylobacter peloridis	0.0	0.0		0.0	0.0	1762793.0	1762793.0
Campylobacter pinnipediorum	0.0482105	0.0260867032	0.02106119145288116	0.046835400000000006	0.00635099	1782665.0	1635222.0
Campylobacter showae	0.0	0.0		0.0	0.0	2160580.0	2160580.0
Campylobacter sp.	0.295981	0.14255460799999997	0.11766197626962274	0.295981	0.0243695	1754294.0	1557536.0
Campylobacter sputorum	0.0437856	0.020457799999999998	0.017581890398172012	0.03889494999999999	0.007862625	1757292.0	1681311.0
Campylobacter subantarcticus	0.0125405	0.00627025	0.007240261050772501	0.0125405	0.0	1852995.0	1782536.0
Campylobacter upsaliensis	0.0	0.0		0.0	0.0	1671550.0	1671550.0
Campylobacter ureolyticus	0.0	0.0		0.0	0.0	1641887.0	1641887.0
Campylobacter volucris	2.38274e-05	1.19137e-05	1.3756755804088889e-05	2.38274e-05	0.0	1524978.0	1517949.0
Candidatus Accumulibacter	0.0	0.0		0.0	0.0	5306133.0	5306133.0
Candidatus Amoebophilus	0.0	0.0		0.0	0.0	1884364.0	1884364.0
Candidatus Arsenophonus	0.0	0.0		0.0	0.0	836724.0	836724.0
Candidatus Arthromitus	0.133864	0.050938902625	0.06557753211534469	0.132399	0.0006418657500000001	1654902.0	1515556.0
Candidatus Atelocyanobacterium	0.0	0.0		0.0	0.0	1443806.0	1443806.0
Candidatus Azobacteroides	0.219531	0.1097655	0.12674628194546775	0.219531	0.0	1224919.0	1016909.0
Candidatus Babela	0.0	0.0		0.0	0.0	1118422.0	1118422.0
Candidatus Baumannia	0.182269	0.0911345	0.10523305621492389	0.182269	0.0	759425.0	636137.0
Candidatus Bipolaricaulis	0.0	0.0		0.0	0.0	1324338.0	1324338.0
Candidatus Blochmannia	0.263022	0.1473505625	0.11663807075949016	0.24857625	0.011875125	791654.0	705557.0
Candidatus Cardinium	0.0	0.0		0.0	0.0	1193042.0	1193042.0
Candidatus Carsonella	0.191731	0.1313100722222222	0.06727869469316254	0.178173	0.0974869	166163.0	157543.0
Candidatus Cloacimonas	0.0	0.0		0.0	0.0	2246820.0	2246820.0
Candidatus Coxiella	0.0	0.0		0.0	0.0	1733840.0	1733840.0
Candidatus Cyclonatronum	0.0	0.0		0.0	0.0	4294247.0	4294247.0
Candidatus Dependentiae	0.0	0.0		0.0	0.0	1174272.0	1174272.0
Candidatus Desulforudis	0.0	0.0		0.0	0.0	2349476.0	2349476.0
